itemId,title,price,shipping cost,post date,location,seller,seller feedback Percentage,seller feedback Score,seller,condition,URL
v1|404331626690|674298961008,For iPhone 14 13 12 11 Pro XR XS Fast Charging 20W USB-C PD Plug Charger & Cable,3.99,0.00,2023-06-13T12:35:48.000Z,M24***,BUSINESS,99.0,3402,BUSINESS,New,https://www.ebay.co.uk/itm/404331626690?hash=item5e240b00c2:g:U6YAAOSw7ANkpV-a
v1|314711111765|613229937563,MagSafe Waterproof Case For iPhone 15 13 14 Pro Max Underwater Shockproof Cover,12.99,0.00,2023-07-15T08:41:43.000Z,M8***,BUSINESS,99.1,1497,BUSINESS,New,https://www.ebay.co.uk/itm/314711111765?hash=item49463e7855:g:TO4AAOSwKuBksQm9
v1|394834821507|663400891865,JuicEBitz® Heavy Duty USB Charger Cable for iPhone 14 13 12 11 XR XS 8 SE iPad,7.99,0.00,2023-08-24T10:29:49.000Z,YO14***,BUSINESS,99.6,315358,BUSINESS,New,https://www.ebay.co.uk/itm/394834821507?hash=item5bedfd4183:g:qOAAAOSwMjNmLLfO
v1|383546824615|652982620060,For iPhone 15 14 Pro Max 13 12 11 XR 8 Heavy Duty 360 Full Shockproof Case Cover,7.90,0.00,2020-05-15T08:06:33.000Z,,BUSINESS,99.0,21973,BUSINESS,New,https://www.ebay.co.uk/itm/383546824615?hash=item594d2c17a7:g:h9sAAOSwtbBevk0K
v1|364903037201|0,15Pcs Repair Opening Pry Screwdriver Tool Kit For iPhone 14 13 12 11 XR XS MAX X,1.29,0.00,2024-05-20T18:00:01.000Z,LU5***,BUSINESS,99.9,722,BUSINESS,New,https://www.ebay.co.uk/itm/364903037201?hash=item54f5ea7911:g:cNYAAOSwuYBmTGFa
v1|125498154160|426544042611,Full Cover Screen Protector For iPhone XR 11 12 13 14 15 Pro MAX Tempered Glass,3.95,0.00,2022-09-05T11:07:58.000Z,N18***,BUSINESS,99.3,26527,BUSINESS,New,https://www.ebay.co.uk/itm/125498154160?hash=item1d3845dcb0:g:F7oAAOSw8yFji8qx
v1|363586597900|633251939981,For iPhone 14 15 Pro Max 11 12 Slim Leather Case Magnetic Flip Card Wallet Cover,6.95,0.00,2021-10-19T08:51:16.000Z,M8***,BUSINESS,99.5,3085,BUSINESS,New,https://www.ebay.co.uk/itm/363586597900?hash=item54a773340c:g:z~4AAOSwBplhbn7p
v1|174485727075|473682442498,Full Body Clear Hybrid Shockproof 360 Case For iPhone 14 15 Pro Max 13 12 11 8 7,5.95,0.00,2020-10-19T09:47:07.000Z,,BUSINESS,99.4,17318,BUSINESS,New,https://www.ebay.co.uk/itm/174485727075?hash=item28a028e763:g:9VsAAOSwMYRfjWA5
v1|226156381432|525284643036,"Apple Iphone 12 Pro Max 128GB - 6.7"" All Colours 5G Pristine A+ with Apple Box",439.95,0.00,2024-05-21T17:53:12.000Z,SL1***,BUSINESS,99.8,13547,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/226156381432?hash=item34a7f884f8:g:9I0AAOSws2JmS2fS
v1|355405682065|624580197860,For iPhone 14 13 12 11 Pro XR XS Fast Charging 20W USB-C PD Plug Charger Cable,3.23,0.00,2024-01-23T15:42:30.000Z,GU1***,BUSINESS,99.1,15574,BUSINESS,New,https://www.ebay.co.uk/itm/355405682065?hash=item52bfd45591:g:HqYAAOSwP7llr91U
v1|326029287768|515106030823,Tempered Glass Screen Protector for iPhone 15 14 13 12 11 XR X XS Pro Max Mini,3.99,0.00,2024-02-26T19:50:04.000Z,SE14***,BUSINESS,99.2,20783,BUSINESS,New,https://www.ebay.co.uk/itm/326029287768?hash=item4be8dc2158:g:KmIAAOSwS5ZlHbfW
v1|295186331437|593437935428,Case For Apple iPhone 15 14 13 12 11 Pro Max Shockproof Magnetic Silicone Cover,3.99,0.00,2022-08-27T19:29:11.000Z,CV2***,BUSINESS,98.9,118790,BUSINESS,New,https://www.ebay.co.uk/itm/295186331437?hash=item44ba79f72d:g:MpoAAOSw76xjMX-e
v1|186037580743|694440297847,Privacy Anti-Spy Glass Screen Protector For iPhone XR 11 13 14 15 Pro Plus Max,3.49,0.00,2023-08-16T11:00:05.000Z,BB10***,BUSINESS,98.9,23997,BUSINESS,New,https://www.ebay.co.uk/itm/186037580743?hash=item2b50b433c7:g:jgAAAOSwL15mGpiV
v1|233655362187|534464249117,Tempered Glass Screen Protector For iPhone 15 14 13 12 11 Pro Mini XR X Max 7 8,1.69,0.00,2020-07-20T12:14:03.000Z,WA5***,BUSINESS,98.6,680012,BUSINESS,New,https://www.ebay.co.uk/itm/233655362187?hash=item3666f1e28b:g:zlAAAOSw-GBfFYRY
v1|285792053792|587816669308,Privacy Tempered Glass Screen Protector For iPhone 14 13 12 11 Pro Max Plus XR X,0.99,0.00,2024-03-31T13:04:49.000Z,M13***,BUSINESS,98.5,3788,BUSINESS,New,https://www.ebay.co.uk/itm/285792053792?hash=item428a88aa20:g:w6MAAOSwy35mCV8E
v1|387048889019|0,Apple iPhone 12 64GB Unlocked - Boxed - Superb Condition,299.00,9.50,2024-06-01T13:11:32.000Z,MK13***,INDIVIDUAL,99.7,7489,INDIVIDUAL,Used,https://www.ebay.co.uk/itm/387048889019?hash=item5a1de95abb:g:rEkAAOSwtuhmS041
v1|285597542735|587580249893,Magsafe Case For iPhone 15 Pro Max 14 13 12 Magnetic Shockproof Leather Cover,5.99,0.00,2023-12-09T07:46:33.000Z,M8***,BUSINESS,99.3,6145,BUSINESS,New,https://www.ebay.co.uk/itm/285597542735?hash=item427ef0a94f:g:FlYAAOSwFPplcshX
v1|325859084467|514903040124,For iPhone 15 Pro Max 15 14 13 12 Fast Charging 20W USB-C PD Plug Charger&Cable,3.25,0.00,2023-10-23T12:40:23.000Z,B19***,BUSINESS,98.5,218659,BUSINESS,New,https://www.ebay.co.uk/itm/325859084467?hash=item4bdeb708b3:g:TqoAAOSwDihlNmQ-
v1|256376326999|556461820085,Personalised Phone Case For iPhone 15 14 13 12 Pro Max Marble Silicone Cover,6.99,0.00,2024-01-14T08:48:10.000Z,ME14***,BUSINESS,98.6,11079,BUSINESS,New,https://www.ebay.co.uk/itm/256376326999?hash=item3bb1384b57:g:wqcAAOSwfkFjzrQ1
v1|296304511933|0,Apple iPhone 14 Pro 5G Smartphone 256GB Unlocked SIM-Free - Space Black A,799.89,0.00,2024-03-18T18:06:05.000Z,NN8***,BUSINESS,99.7,492536,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/296304511933?hash=item44fd200bbd:g:XPIAAOSwNbZl-IKG
v1|325407655618|514407327897,Apple iPhone 12 Pro Max 128GB 256GB 512GB Unlocked Smartphone NEW re-SEALED BOX,459.99,0.00,2022-11-01T23:01:10.000Z,M8***,BUSINESS,99.9,20247,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/325407655618?hash=item4bc3cec6c2:g:YGsAAOSwr7hjYaUY
v1|175754595174|475148302758,For iPhone 15 14 Pro Max 12 13 XR 7 8 Heavy Duty 360 Full Shockproof Case Cover,8.99,0.00,2023-06-03T09:04:32.000Z,M8***,BUSINESS,99.4,17318,BUSINESS,New,https://www.ebay.co.uk/itm/175754595174?hash=item28ebca4b66:g:TOUAAOSwy19kfpYy
v1|354724717488|624064994347,For iPhone 15 14 Pro Max 12 11 XR 7 8 Zip Wallet Case Leather Flip Phone Cover,4.95,0.00,2023-04-18T08:27:44.000Z,M8***,BUSINESS,99.7,3448,BUSINESS,New,https://www.ebay.co.uk/itm/354724717488?hash=item52973da3b0:g:L9QAAOSwG6Vgty7H
v1|326083444914|515176119630,Case For iPhone 14 13 12 15 Pro Max Plus Shockproof Silicone MagSafe Hard Cover,3.99,0.00,2024-04-09T12:07:07.000Z,B19***,BUSINESS,98.5,218659,BUSINESS,New,https://www.ebay.co.uk/itm/326083444914?hash=item4bec1680b2:g:hXYAAOSwMbBmFS5d
v1|355304611049|624504664381,Case For iPhone 15 14 13 12 Pro Max Plus Shockproof Silicone Leather Stand Cover,5.99,0.00,2023-12-20T09:29:40.000Z,B7***,BUSINESS,99.2,2132,BUSINESS,New,https://www.ebay.co.uk/itm/355304611049?hash=item52b9ce1ce9:g:wrcAAOSwV~VlcFUw
v1|394820444929|663387208584,Camera Lens Protector For iPhone 15 14 13 Pro Max 12 11 9H Tempered Glass Cover,1.65,0.00,2023-08-18T02:43:48.000Z,RM16***,INDIVIDUAL,98.8,6700,INDIVIDUAL,New,https://www.ebay.co.uk/itm/394820444929?hash=item5bed21e301:g:j8kAAOSwY3pk77E-
v1|296225410645|594291117042,For iPhone 15 14 13 12 11 Pro Max X Fast 20W USB-C PD Plug Charger Adapter Cable,1.67,0.00,2024-02-14T23:29:49.000Z,M8***,BUSINESS,97.8,31185,BUSINESS,New,https://www.ebay.co.uk/itm/296225410645?hash=item44f8690e55:g:bYkAAOSwMo9lbUIW
v1|304931586298|604449457333,Apple iPhone 12 (64GB or 128GB) - Unlocked - All Colours - Very Good Condition,319.95,0.00,2023-05-10T08:31:53.000Z,BB4***,BUSINESS,99.4,14693,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/304931586298?hash=item46ff56c0fa:g:79UAAOSwXqFkW1Wq
v1|256212417376|556207821620,Tempered Glass Screen Protector For iPhone 15 14 13 11 Pro Max Mini XS X XR Plus,3.95,0.00,2023-09-09T10:06:32.000Z,B21***,BUSINESS,97.4,10739,BUSINESS,New,https://www.ebay.co.uk/itm/256212417376?hash=item3ba7733b60:g:7w0AAOSwof9k~ES3
v1|314257024599|612896155727,Tempered Glass Screen Protector For iPhone 11 12 13 14 15 Pro Max Mini X XR Plus,3.99,0.00,2022-12-03T12:43:51.000Z,M40***,BUSINESS,99.1,253624,BUSINESS,New,https://www.ebay.co.uk/itm/314257024599?hash=item492b2da657:g:kjYAAOSweGJl4syI
v1|374369399563|643276895619,For iPhone 15 Pro Max 14 13 Pro 12 Shockproof Magnetic Leather Matte Case Cover,5.88,0.00,2022-11-24T07:32:20.000Z,M8***,BUSINESS,98.7,6123,BUSINESS,New,https://www.ebay.co.uk/itm/374369399563?hash=item572a27b30b:g:uH0AAOSwrPtjfcw0
v1|195950658439|496204333068,For iPhone Charger Cable Heavy Duty Braided USB Charging Lead Data Sync 1M 2M 3M,3.95,0.00,2023-08-25T00:39:15.000Z,CR0***,BUSINESS,98.8,4707,BUSINESS,New,https://www.ebay.co.uk/itm/195950658439?hash=item2d9f91c387:g:ImcAAOSw87JlJGML
v1|335014856359|544235812645,Case for iPhone 15 14 13 11 12 Pro Max 7 8 XR XS  Matte Colours Shockproof Cover,6.95,0.00,2023-09-03T11:27:32.000Z,BL3***,BUSINESS,99.4,36814,BUSINESS,New,https://www.ebay.co.uk/itm/335014856359?hash=item4e007106a7:g:fw4AAOSwb-Fj9QAn
v1|395435929137|664138336576,Case For iPhone 15 14 Pro Max Plus 13 11 12 7 8 SE Clear Shockproof Phone Cover,2.79,0.00,2024-05-29T15:23:04.000Z,RM16***,BUSINESS,98.8,6700,BUSINESS,New,https://www.ebay.co.uk/itm/395435929137?hash=item5c11d16e31:g:N7QAAOSw1ydlAj~7
v1|176229759488|0,Earpiece Speaker Flex for iPhone 14 Pro Max,7.99,0.00,2024-02-08T12:47:44.000Z,S9***,BUSINESS,98.5,43366,BUSINESS,New,https://www.ebay.co.uk/itm/176229759488?hash=item29081cba00:g:-7UAAOSwiX9lxM7X
v1|225573165109|524656773588,ShockProof Magnetic Gradient Case-Magsafe For iPhone 15 Pro Max 14 13 12 Cover,3.99,0.00,2023-05-11T13:01:11.000Z,,BUSINESS,98.6,196371,BUSINESS,New,https://www.ebay.co.uk/itm/225573165109?hash=item3485355835:g:plUAAOSwa0Vkdv4E
v1|225222950606|524163073051,Case for iPhone 15 14 Pro Max 13 12 11 Plus 7 8 XR XS Mini Shockproof Cover,2.69,0.00,2022-10-26T14:33:55.000Z,WF9***,BUSINESS,99.1,14113,BUSINESS,New,https://www.ebay.co.uk/itm/225222950606?hash=item3470557ece:g:KmEAAOSwV-tlEdYm
v1|293832660377|593521413392,Case For iPhone 15 14 Pro Max Plus 13 11 12 7 8 XR Clear Shockproof Phone Cover,1.99,0.00,2020-11-14T17:36:37.000Z,RM8***,BUSINESS,98.7,329418,BUSINESS,New,https://www.ebay.co.uk/itm/293832660377?hash=item4469ca9599:g:LpQAAOSwOG5kEGYB
v1|256489360045|556670442442,For iPhone 14 13 12 11 Pro XR XS Fast Charging 20W USB-C PD Plug Charger & Cable,3.79,0.00,2024-04-23T17:10:43.000Z,HP11***,BUSINESS,99.0,1136,BUSINESS,New,https://www.ebay.co.uk/itm/256489360045?hash=item3bb7f50aad:g:xOUAAOSww3tmJ-hT
v1|296031823989|594175340596,Case For iPhone 15 14 Pro Max 11 13 12 Mini 7 8Plus XR Leather Flip Wallet Cover,3.89,0.00,2023-11-07T16:53:29.000Z,RM8***,BUSINESS,98.7,329418,BUSINESS,New,https://www.ebay.co.uk/itm/296031823989?hash=item44ecdf2875:g:wogAAOSwoA1lTKLR
v1|404770384580|674785813574,Armor Magsafe Stand Case Shockproof Rugged Cover For iPhone 15 14 13 12 Pro Max ,3.99,0.00,2024-01-31T08:50:19.000Z,M8***,BUSINESS,98.8,615,BUSINESS,New,https://www.ebay.co.uk/itm/404770384580?hash=item5e3e31eac4:g:KKsAAOSwHbxluLaE
v1|226112826340|525233598918,Camera Metal Ring Glass Lens Protector for iPhone 12 13 14 Pro 15 Pro Max 15 Pro,4.99,0.00,2024-04-25T14:04:23.000Z,UB2***,BUSINESS,98.3,16219,BUSINESS,New,https://www.ebay.co.uk/itm/226112826340?hash=item34a55febe4:g:eTcAAOSwgqJmKl72
v1|266714403390|566464261845,Case For iPhone 14 13 12 15 Pro Max Plus Shockproof Silicone MagSafe Hard Cover,3.29,0.00,2024-03-11T09:37:34.000Z,B7***,BUSINESS,98.5,22533,BUSINESS,New,https://www.ebay.co.uk/itm/266714403390?hash=item3e196ad23e:g:SQEAAOSwyh5l7tKa
v1|134644074405|434164345046,Leather Case For iPhone 14 13 12 Pro Max SE XR 7 8 Xs Magnetic Flip Wallet Cover,5.99,0.00,2023-07-08T07:12:46.000Z,,BUSINESS,98.5,4056,BUSINESS,New,https://www.ebay.co.uk/itm/134644074405?hash=item1f596987a5:g:DrwAAOSwT4Fkp7qz
v1|256477354654|556644709861,Privacy Anti Spy Glass Screen Protector For iPhoneTempered 13 14 15 Pro Plus Max,3.95,0.00,2024-04-12T10:00:01.000Z,B21***,BUSINESS,97.4,10739,BUSINESS,New,https://www.ebay.co.uk/itm/256477354654?hash=item3bb73dda9e:g:3a4AAOSw~bdmG79O
v1|395356361366|664119470510,GENUINE ORIGINAL Apple iPhone 14 13 12 Charger Type C to Lightning Cable - 1M-2M,4.99,0.00,2024-04-22T12:29:57.000Z,IG1***,BUSINESS,99.4,175,BUSINESS,New,https://www.ebay.co.uk/itm/395356361366?hash=item5c0d135296:g:WBwAAOSwXpdmJlX-
v1|386253290340|653796446443,Cute Flower Case For iPhone 15 Pro Max 14 13 12 Shockproof TPU Wave Shape Cover,5.69,0.00,2023-11-05T03:11:06.000Z,M8***,BUSINESS,98.7,4838,BUSINESS,New,https://www.ebay.co.uk/itm/386253290340?hash=item59ee7d7b64:g:q-QAAOSwk~JlRbSy
v1|294871190416|593208219135,Apple iPhone 12 Mini - All Sizes - All Colours - Unlocked - Very Good Condition,248.99,0.00,2022-03-18T14:43:04.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/294871190416?hash=item44a7b14b90:g:vRcAAOSwh0tiNJGr
v1|296354044141|594347196990,Case For iPhone 15 14 13 12 Pro Max Plus 11 XR Shockproof Silicone Rhombus Cover,3.49,0.00,2024-04-09T15:40:07.000Z,RM8***,BUSINESS,99.4,28868,BUSINESS,New,https://www.ebay.co.uk/itm/296354044141?hash=item450013d8ed:g:N2oAAOSw6PFmFV~B
v1|305591501364|0,## iPhone 12 Black 6.1  64GB 5G Unlocked SIM Free MGJ53B/A  Mint Condition NO BO,279.99,0.00,2024-05-29T09:13:00.000Z,WS10***,BUSINESS,100.0,72314,BUSINESS,Used,https://www.ebay.co.uk/itm/305591501364?hash=item4726ac4234:g:XAMAAOSwbCRmWmyy
v1|355342955662|624534987974,Tempered Glass CAMERA LENS Cover Protector for Iphone 15 14 13 12 11 Pro Max,2.99,0.00,2024-01-03T05:22:35.000Z,,BUSINESS,98.0,1801,BUSINESS,New,https://www.ebay.co.uk/itm/355342955662?hash=item52bc17348e:g:okIAAOSwGnJllO8K
v1|394148225462|662663697093,NEW Apple iPhone 12 Pro 128GB 256GB Smartphone Unlocked All Colours Re- SEALED,459.99,0.00,2022-07-04T17:50:41.000Z,TS8***,BUSINESS,99.9,5325,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/394148225462?hash=item5bc510a1b6:g:gXEAAOSw7sdj~4TM
v1|295209424613|593416121381,Case For iPhone 15 14 Pro Max Plus 13 11 12 XR 7 Clear Shockproof Cover Silicone,3.99,0.00,2022-09-09T15:47:59.000Z,RM8***,BUSINESS,99.4,28868,BUSINESS,New,https://www.ebay.co.uk/itm/295209424613?hash=item44bbda56e5:g:vT8AAOSw3WNjHK5H
v1|204140899626|504835381690,Apple iPhone 12 64 128 256 GB Unlocked Smartphone Sim Free Pristine Grade A+,269.99,0.00,2022-11-03T11:05:49.000Z,W3***,BUSINESS,99.1,24867,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/204140899626?hash=item2f87beed2a:g:hycAAOSwpkhjY58Q
v1|224192732622|522996346424,For iPhone 15 14 13 12 Pro Max Slim Shockproof Phone Case with Card Holder Cover,5.99,0.00,2020-10-13T11:45:05.000Z,B7***,BUSINESS,98.6,196371,BUSINESS,New,https://www.ebay.co.uk/itm/224192732622?hash=item3432ed9dce:g:o2UAAOSwZqdkR3cH
v1|385493331040|653340683966,Case For iPhone 13 Pro Max Mini 15 14 12 11 XR X 8 7 SE 6 Silicone Shockproof,3.79,0.00,2023-03-21T13:00:14.000Z,G5***,BUSINESS,99.4,12989,BUSINESS,New,https://www.ebay.co.uk/itm/385493331040?hash=item59c1316c60:g:S6IAAOSwIWhjq4hn
v1|235473425958|535625960893,Apple iPhone 12 64GB/128GB/256GB - ALL COLOURS - UNLOCKED - GOOD CONDITION,210.00,0.00,2024-03-13T23:41:16.000Z,NW2***,BUSINESS,100.0,2014,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/235473425958?hash=item36d34f5626:g:LbwAAOSwld9l8N1l&amdata=enc%3AAQAJAAAA4MMypK4mJUhcjcjuiI5EwegMi74i1bQvvKaOoEutSHXuoVqjhg8Q80meI9Mppornxxuiye4GsXE8XskOGvJTYs5YIB%2FdkUk92vdw0CMLA%2BmHhKDoO1Gn1NDi6hF8RaqdXxqul8XdoIGlaqm2bZo39IfCycGkW8c96RfadDh6jPx2XVRKdEW5h9cTWz5YDDAwkX8%2FbCtmO30Q%2BRLbNqp2YRGRQGMWe8gunPjEdAdWxxfCd%2FjiVwLBkjoI0%2B6lfwh%2FgBWSD%2BVJhGtIuHLlME6ur1fMP4eUnHaaWN7kJQQ4Kwrk
v1|394232364295|662746095847,"NEW Apple iPhone 12 Mini 5.4"" 5G 64GB 128GB 256GB All Colour Unlocked Re- SEALED",234.99,0.00,2022-09-07T11:13:07.000Z,TS8***,BUSINESS,99.9,5325,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/394232364295?hash=item5bca147d07:g:C7sAAOSw-A1j~O4T&amdata=enc%3AAQAJAAAA4JTPC3Lr50bD3qlaJh4XI%2Byqio80FmXxCE8yqDf%2F7pOQPTN4zh1POnMCPkH3YHJYj0gzPEMf9ZTIJMvbQRHYyPGBoBS%2BWsRmVy14jfx4IGqmVHv4ldhJCtbJ25IKAubKk0DBgKxNur1MaM4%2FuIyHVWb0esUWaSDkoXcxzN6ukMPdYIW%2F22mNluk7CA2AyCDomeQmreqQHEvAV3ZPkuLU6WN8rzuercMsrQVatOqFiPZYgQ%2FKuyxTeby%2F78OToKzmBP5ont%2FZ9DH2SVYZvpE48nUGYRMckqKUW8ZinpaRLg41
v1|394232364295|662746095847,"NEW Apple iPhone 12 Mini 5.4"" 5G 64GB 128GB 256GB All Colour Unlocked Re- SEALED",234.99,0.00,2022-09-07T11:13:07.000Z,TS8***,BUSINESS,99.9,5325,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/394232364295?hash=item5bca147d07:g:C7sAAOSw-A1j~O4T&amdata=enc%3AAQAJAAAA4JTPC3Lr50bD3qlaJh4XI%2Byqio80FmXxCE8yqDf%2F7pOQPTN4zh1POnMCPkH3YHJYj0gzPEMf9ZTIJMvbQRHYyPGBoBS%2BWsRmVy14jfx4IGqmVHv4ldhJCtbJ25IKAubKk0dVeowjLwXFGqfHkzKRaV36Jj0qkXfYaDbbzM2MVvcJLPGDuEhiED%2B3Vv26HAqjSYnq2i6gFavyAiAFwjh2MZ5FTF64Hx3uh5rysdefTroZ5aKbpfQtxQoMWUF%2BDcZ2yD4y60HxvsqvgMglmCRYBbrV7I3ujLXL8TzllnbXVa9s
v1|296408213712|594377943057,Apple iPhone 12 Mini 64GB Unlocked Smartphone - Excellent Condition,214.99,0.00,2024-05-03T15:41:21.000Z,,BUSINESS,98.3,8407,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/296408213712?hash=item45034e68d0:g:ePAAAOSw-bZmNQZy&amdata=enc%3AAQAJAAAA4Hajag8aC4w%2BQxHg153tPKQv4DOEtrXuEXDpH%2FUHaPRkm%2BIuyuIG3uCmPCwzKvNTn2LzEzJAubmnu2tuQ90uBcljOCHTaSatye0kjuU5SqSC%2FVBCHktE17UNPT3ya3XH1ENK%2B99T%2FL1ZKF6pkwiY2EIN73RRZhvf7BrtLLfYE%2F2upr7TerW5tp6QrT73YXB0g0rewXPCtaFKsiXZjBmw7KV8veKHEOETi%2BTwa4TBDb4HlHkpgCIGkVtyJheCUeLyMlKTcU11dsiPYO4%2F6s4PcAn4D78S02J2CsozpRbkH0i7
v1|256447970875|556587610011,Apple iPhone 12 6.1in 12MP 64GB/128GB Unlocked Mobile Phone Grade B,189.99,0.00,2024-03-16T12:03:44.000Z,M6***,BUSINESS,99.6,1722,BUSINESS,Used,https://www.ebay.co.uk/itm/256447970875?hash=item3bb57d7e3b:g:LpEAAOSwpwRlLnFA&amdata=enc%3AAQAJAAAA4FFAPj0aVmKFtGxAha5XOeHGEOd8ARybthF5%2Fhi%2FcuOBWJMtHVpUArNbisZTRQfpdnrxBeUtqT%2BPmNOlh7Y3jLocDKsTlIsuhzoQ5dt4znUaSzh%2FQUwvqNfinpsbi%2BaUi6uknmsByCfesyFUVx4A01WKaBajS5VY2PV0gFLEAc1LAjVaWih%2B4iCuWePhVmJ6vpVJhyZ9C3qgVIpOUISe4cLsAN694DFIq1nu8yq7VljIAGTWR0lSR03fq4387tXXvt1Ztn1ce2ITEX5tgXpX583%2F3hEybVKUScinzMXZtn5C
v1|304402861017|603447370599,Apple iPhone 12 Pro - All Sizes - All Colours - Unlocked - Excellent Condition ,464.99,0.00,2022-03-18T14:51:23.000Z,SK7***,BUSINESS,99.2,12160745,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/304402861017?hash=item46dfd30bd9:g:jhoAAOSw6C5iNJsz&amdata=enc%3AAQAJAAAA4NA84l0E%2FZ2l4sHcwIegcQqvcljVVndCkP3T1Rs0RVJR40kaOrT4jt6TiSLBGxqUsbagcLCgO9x9GeQG0lT%2BC1Xee6F8qUt0Jzejtey2%2F1weWDLtIhaBJW6CN0P99C18VNpNNn93v3QEh%2FxHARoJVg1UkvHkp5%2Bv1F3Cj29Qgf4A9UBCTmikpDsRulB6dMi%2B%2F9blPK06uc8Ib8nOdU9iKCVt3%2Bk791XDAatZF6UiIQTUZPO5RVySGAlAQYOLr1qUMXyEzcIemQ1Phat2v94G%2B8k%2BjpFxFMChOwO4%2FapW2C13
v1|385493331040|653340683966,Case For iPhone 13 Pro Max Mini 15 14 12 11 XR X 8 7 SE 6 Silicone Shockproof,3.79,0.00,2023-03-21T13:00:14.000Z,G5***,BUSINESS,99.4,12989,BUSINESS,New,https://www.ebay.co.uk/itm/385493331040?hash=item59c1316c60:g:S6IAAOSwIWhjq4hn
v1|276431770053|578969512496,Case For iPhone 15 14 Pro Max Plus 13 11 12 7 8 XR Clear Shockproof Phone Cover,3.95,0.00,2024-04-19T13:11:32.000Z,CR4***,BUSINESS,99.6,13399,BUSINESS,New,https://www.ebay.co.uk/itm/276431770053?hash=item405c9e11c5:g:pR8AAOSw3kpmSKMX
v1|285887672110|0,Apple iPhone 12 Black 128GB Unlocked,200.00,0.00,2024-06-01T16:09:30.000Z,WV3***,INDIVIDUAL,98.7,1522,INDIVIDUAL,Used,https://www.ebay.co.uk/itm/285887672110?hash=item42903baf2e:g:jfsAAOSwEjlmW0dQ
v1|393065050997|0,Apple iPhone 12 6.1'' 5G Smartphone 64GB Unlocked SIM-Free - *Black* B,289.69,0.00,2020-12-21T19:42:08.000Z,NN8***,BUSINESS,99.6,310102,BUSINESS,Excellent - Refurbished,https://www.ebay.co.uk/itm/393065050997?hash=item5b8480b375:g:PUEAAOSwqbpl7zN1
v1|325684804079|514709987081,Tempered Glass Screen Protector for iPhone 15 14 13 11 12Pro XS XR Max Plus SE 8,0.99,0.00,2023-06-07T12:11:07.000Z,B69***,INDIVIDUAL,97.1,3040,INDIVIDUAL,New,https://www.ebay.co.uk/itm/325684804079?hash=item4bd453b9ef:g:QwwAAOSwy8lkgHAe
v1|326088346543|515181567483,For iPhone 15 Pro Max 14 13 12 Magnetic ShockProof Ring Stand Magsafe Case Cover,3.99,0.00,2024-04-13T12:39:10.000Z,B19***,BUSINESS,98.5,218659,BUSINESS,New,https://www.ebay.co.uk/itm/326088346543?hash=item4bec614baf:g:0VIAAOSwD0tmGnuR
v1|354382475924|0,Apple iPhone 14 Plus 6.7'' 5G Smartphone 128GB Unlocked SIM-Free - Purple A,619.89,0.00,2022-11-08T21:41:45.000Z,NN8***,BUSINESS,99.6,310102,BUSINESS,Opened – never used,https://www.ebay.co.uk/itm/354382475924?hash=item5282d77294:g:FNcAAOSwQA5l7zYB
v1|364710439901|0,Apple iPhone 12 128GB Unlocked,259.00,0.00,2024-02-01T11:13:04.000Z,MK6***,BUSINESS,100.0,525,BUSINESS,Good - Refurbished,https://www.ebay.co.uk/itm/364710439901?hash=item54ea6fabdd:g:32MAAOSwXwBlu3ys
v1|225173563521|524092430451,Apple iPhone 13 Pro 128GB/256/512 - ALL COLOURS - UNLOCKED - VERY GOOD CONDITION,479.99,0.00,2022-09-22T09:39:43.000Z,PL6***,BUSINESS,99.7,65551,BUSINESS,Very Good - Refurbished,https://www.ebay.co.uk/itm/225173563521?hash=item346d63e881:g:TugAAOSwompjZS-1&amdata=enc%3AAQAJAAAA4Cr%2FvtjJRAMdxxyVscUeUviOm2mqy6RgmRrc79quDP2IRzXXE%2BGeEl7Esj1oTw3kc4QbHvIILN4DS4rTWEvKNgNYjPxuBEpFuHwjM1MTdFDQMnJ860NJqV8yzD5lDflsbt4mxY8ugRi9H8Rtk6ejjnHY8fubiyXqaolvNC4npGtvHKsnFOOoxkZl25T1ux0CMPclI5R3MCVHXLJm6CkAvpu2L%2FokbUOnmvXIcmiI83b3l1jsyD367iSG%2FTsSN3XQ4dNiuOk7rR1Qlp8%2BHeFhQrYVtW6iZMzM5TZK9vAE77RV
